sentence1,sentence2,score,pair_type,topic
Çin'de meydana gelen depremde maddi hasar oluştu.,Hazine ve Maliye Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.11972,unrelated,dunya|siyaset
koalisyon ortağı yeni yasa teklifini meclise sundu.,Sakarya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.061572,unrelated,siyaset|asayis
Bolu ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Bolu için sağanak uyarısında bulundu.,0.639413,paraphrase,hava
ABD'de düzenlenen genel seçimlerde sonuçlar belli oldu.,ABD halkı sandık başına giderek yeni yönetimini seçti.,0.558364,paraphrase,dunya
sevilen sanatçı sürpriz bir törenle dünyaevine girdi.,Hollanda'de meydana gelen depremde maddi hasar oluştu.,0.064691,unrelated,magazin|dunya
Trabzon'da meydana gelen trafik kazasında 1 kişi yaralandı.,Bursa'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.145885,related,asayis
koalisyon ortağı yeni yasa teklifini meclise sundu.,Cumhurbaşkanı Fransa'e resmi ziyarette bulundu.,0.158765,related,siyaset
Peynir fiyatları son bir ayda yüzde 29 arttı.,Muz fiyatları son bir ayda yüzde 6 arttı.,0.545778,related,ekonomi
koalisyon ortağı yeni yasa teklifini meclise sundu.,Hazine ve Maliye Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.413313,related,siyaset
Pirinç fiyatları son bir ayda yüzde 18 arttı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.078246,unrelated,ekonomi|teknoloji
"Alanyaspor, Kasımpaşa karşısında sahadan 2-1 galip ayrıldı.",Alanyaspor evinde Kasımpaşa'yi 2-1'lik skorla yendi.,0.885615,paraphrase,spor
Merkez Bankası politika faizini sabit tuttu.,Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.144443,unrelated,ekonomi|siyaset
Meteoroloji Samsun için kuvvetli yağış uyarısı yaptı.,"Kayserispor, sahasında Samsunspor'yi 2-3 mağlup etti.",0.304211,unrelated,hava|spor
ABD'de meydana gelen depremde maddi hasar oluştu.,Merkez Bankası politika faizini sabit tuttu.,0.204605,unrelated,dunya|ekonomi
Borsa İstanbul rekor seviyeye ulaştı.,BIST 100 endeksi tarihi zirvesini yeniledi.,0.596905,paraphrase,ekonomi
"Sivasspor, yıldız futbolcuyla sözleşme yeniledi.","Gaziantep FK, sahasında Beşiktaş'yi 3-2 mağlup etti.",0.173994,related,spor
Merkez Bankası politika faizini sabit tuttu.,Meteoroloji Eskişehir için kuvvetli yağış uyarısı yaptı.,0.200601,unrelated,ekonomi|hava
Teknoloji şirketi yeni elektrikli otomobil tanıttı.,Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,0.406612,related,teknoloji
"ünlü sunucu, Denizli'da tatilde görüntülendi.",Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,0.103923,unrelated,magazin|teknoloji
Sevilen komedyen eşiyle Bursa'da tatil yaparken görüntülendi.,Sevilen komedyen ve eşinin Bursa tatilinden kareler paylaşıldı.,0.965742,paraphrase,magazin
Merkez Bankası politika faizini sabit tuttu.,Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,0.143745,unrelated,ekonomi|saglik
Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,Galatasaray'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.025989,unrelated,teknoloji|spor
Dolar kuru güne yüzde 9 yükselişle başladı.,Teknoloji şirketi yeni işletim sistemi tanıttı.,0.127671,unrelated,ekonomi|teknoloji
sevilen sanatçı sürpriz bir törenle dünyaevine girdi.,"sevilen sanatçı, İzmir'da tatilde görüntülendi.",0.393826,related,magazin
Cumhurbaşkanı İspanya'e resmi ziyarette bulundu.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.195403,unrelated,siyaset|saglik
Almanya'de yapılan seçimleri muhalefet kazandı.,"ünlü sunucu, Gaziantep'da tatilde görüntülendi.",0.132996,unrelated,dunya|magazin
Ekmek fiyatları son bir ayda yüzde 24 arttı.,Meteoroloji Mersin için kuvvetli yağış uyarısı yaptı.,0.13815,unrelated,ekonomi|hava
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Aydın'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.163398,unrelated,teknoloji|asayis
Yıllık enflasyon yüzde 24 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 24 olarak duyurdu.,0.955126,paraphrase,ekonomi
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Bursa'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.168435,unrelated,saglik|asayis
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,İstanbul'da meydana gelen trafik kazasında 1 kişi yaralandı.,0.144187,unrelated,saglik|asayis
Uzmanlar migren vakalarındaki artışa dikkat çekti.,Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,0.655691,related,saglik
Teknoloji devi yeni yapay zeka modeli modelini duyurdu.,Şirket güncellenmiş yapay zeka modeli sürümünü kullanıma sundu.,0.814664,paraphrase,teknoloji
"Fenerbahçe, Beşiktaş karşısında sahadan 4-2 galip ayrıldı.",Fenerbahçe evinde Beşiktaş'yi 4-2'lik skorla yendi.,0.847986,paraphrase,spor
Gaziantep'da iki aracın çarpışması sonucu 4 kişi yaralandı.,Gaziantep'daki trafik kazasında 4 kişi yaralı kurtuldu.,0.899869,paraphrase,asayis
İtalya'de düzenlenen genel seçimlerde sonuçlar belli oldu.,İtalya halkı sandık başına giderek yeni yönetimini seçti.,0.595525,paraphrase,dunya
koalisyon ortağı yeni yasa teklifini meclise sundu.,İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.423544,related,siyaset
Popüler uygulama elektrikli otomobil için yeni güncelleme yayınladı.,"ödüllü yönetmen, Adana'da tatilde görüntülendi.",0.131039,unrelated,teknoloji|magazin
Meteoroloji Denizli için kuvvetli yağış uyarısı yaptı.,Denizli'a mevsimin ilk karı düştü.,0.372316,related,hava
sevilen komedyen yeni projesiyle ekranlara dönüyor.,"sevilen sanatçı, Adana'da tatilde görüntülendi.",0.259499,related,magazin
Meteoroloji Diyarbakır için kuvvetli yağış uyarısı yaptı.,Çay fiyatları son bir ayda yüzde 20 arttı.,0.157075,unrelated,hava|ekonomi
Teknoloji devi yeni sohbet robotu modelini duyurdu.,Şirket güncellenmiş sohbet robotu sürümünü kullanıma sundu.,0.800474,paraphrase,teknoloji
İzmir'da çıkan yangın itfaiye ekiplerince söndürüldü.,genç oyuncu sürpriz bir törenle dünyaevine girdi.,0.128472,unrelated,asayis|magazin
Beşiktaş teknik direktörüyle yollarını ayırdı.,Hatayspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.420881,related,spor
Kayseri'da sıcaklık 41 dereceye ulaştı.,Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,0.088384,unrelated,hava|teknoloji
Antalya'da sıcaklık 32 dereceye ulaştı.,Kayseri'a mevsimin ilk karı düştü.,0.15351,related,hava
Kayserispor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Enerji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,-0.032532,unrelated,spor|siyaset
Teknoloji şirketi yeni yapay zeka modeli tanıttı.,Kasımpaşa teknik direktörüyle yollarını ayırdı.,0.168316,unrelated,teknoloji|spor
İngiltere iklim zirvesine ev sahipliği yapıyor.,Yunanistan iklim zirvesine ev sahipliği yapıyor.,0.67093,related,dunya
Yunanistan'de yapılan seçimleri muhalefet kazandı.,"Galatasaray, sahasında Rizespor'yi 1-1 mağlup etti.",0.207656,unrelated,dunya|spor
ünlü model sürpriz bir törenle dünyaevine girdi.,Hatayspor teknik direktörüyle yollarını ayırdı.,0.05676,unrelated,magazin|spor
ünlü oyuncu eşinden boşandığını duyurdu.,Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,0.106741,unrelated,magazin|teknoloji
Antalya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,İstanbul'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.778272,related,asayis
"pop yıldızı, Antalya'da tatilde görüntülendi.","popüler sunucu, Sakarya'da tatilde görüntülendi.",0.621734,related,magazin
Dolar kuru güne yüzde 31 yükselişle başladı.,Aydın'da sıcaklık 44 dereceye ulaştı.,0.296097,unrelated,ekonomi|hava
Patates fiyatları son bir ayda yüzde 6 arttı.,Cumhurbaşkanı Almanya'e resmi ziyarette bulundu.,0.118785,unrelated,ekonomi|siyaset
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,sevilen komedyen sürpriz bir törenle dünyaevine girdi.,0.168763,unrelated,saglik|magazin
Aydın'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Aydın beklenenden daha sıcak bir güne uyandı.,0.594737,paraphrase,hava
Samsun ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Samsun için sağanak uyarısında bulundu.,0.719662,paraphrase,hava
Alanyaspor teknik direktörüyle yollarını ayırdı.,"Fenerbahçe, yıldız futbolcuyla sözleşme yeniledi.",0.308337,related,spor
Uzmanlar grip vakalarındaki artışa dikkat çekti.,Uzmanlar yüksek tansiyon vakalarındaki artışa dikkat çekti.,0.806785,related,saglik
Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,Popüler uygulama akıllı telefon için yeni güncelleme yayınladı.,0.755955,related,teknoloji
mecliste grubu bulunan bir parti yeni yasa teklifini meclise sundu.,İspanya'de yapılan seçimleri muhalefet kazandı.,0.198996,unrelated,siyaset|dunya
"Antalyaspor, Kayserispor karşısında sahadan 4-0 galip ayrıldı.",Antalyaspor evinde Kayserispor'yi 4-0'lik skorla yendi.,0.92563,paraphrase,spor
"Kayserispor, sahasında Kasımpaşa'yi 3-0 mağlup etti.",Eskişehir'da meydana gelen trafik kazasında 3 kişi yaralandı.,0.364213,unrelated,spor|asayis
"Eyüpspor, Trabzonspor karşısında sahadan 3-0 galip ayrıldı.",Eyüpspor evinde Trabzonspor'yi 3-0'lik skorla yendi.,0.897223,paraphrase,spor
Yıllık enflasyon yüzde 16 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 16 olarak duyurdu.,0.964727,paraphrase,ekonomi
Konya'da çıkan yangın itfaiye ekiplerince söndürüldü.,"Trabzonspor, yıldız futbolcuyla sözleşme yeniledi.",0.122748,unrelated,asayis|spor
İstanbul'da meydana gelen trafik kazasında 2 kişi yaralandı.,Antalya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.174706,related,asayis
Borsa İstanbul günü yüzde 40 değişimle kapattı.,Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,0.14773,unrelated,ekonomi|teknoloji
İtalya'de yapılan seçimleri muhalefet kazandı.,Merkez Bankası politika faizini sabit tuttu.,0.160722,unrelated,dunya|ekonomi
Teknoloji şirketi yeni oyun konsolu tanıttı.,Mersin'da meydana gelen trafik kazasında 5 kişi yaralandı.,0.055525,unrelated,teknoloji|asayis
Antalya'da sıcaklık 39 dereceye ulaştı.,Mersin'a mevsimin ilk karı düştü.,0.11386,related,hava
"Bodrum FK, Gaziantep FK karşısında sahadan 1-1 galip ayrıldı.",Bodrum FK evinde Gaziantep FK'yi 1-1'lik skorla yendi.,0.904612,paraphrase,spor
Gaziantep FK'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.120197,unrelated,spor|saglik
Yıllık enflasyon yüzde 38 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 38 olarak duyurdu.,0.958434,paraphrase,ekonomi
İngiltere'de meydana gelen depremde maddi hasar oluştu.,Cumhurbaşkanı Rusya'e resmi ziyarette bulundu.,0.10996,unrelated,dunya|siyaset
İstanbul'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,İstanbul'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.828436,paraphrase,asayis
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Galatasaray'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.082565,unrelated,saglik|spor
Sevilen sanatçı eşiyle Sakarya'da tatil yaparken görüntülendi.,Sevilen sanatçı ve eşinin Sakarya tatilinden kareler paylaşıldı.,0.964052,paraphrase,magazin
"Galatasaray, sahasında Göztepe'yi 2-2 mağlup etti.",Uzmanlar alerji vakalarındaki artışa dikkat çekti.,0.060413,unrelated,spor|saglik
"Fenerbahçe, tecrübeli oyuncuyla anlaşmaya vardı.",Fenerbahçe deneyimli futbolcuyu kadrosuna kattı.,0.77435,paraphrase,spor
Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,Borsa İstanbul günü yüzde 16 değişimle kapattı.,0.157781,unrelated,teknoloji|ekonomi
Pop yıldızı sevgilisiyle nişanlandı.,Pop yıldızı mutlu haberi nişan yüzükleriyle duyurdu.,0.77031,paraphrase,magazin
Çin'de yapılan seçimleri muhalefet kazandı.,Rusya iklim zirvesine ev sahipliği yapıyor.,0.131455,related,dunya
Teknoloji şirketi yeni giyilebilir cihaz tanıttı.,Konya'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.171005,unrelated,teknoloji|asayis
Teknoloji şirketi yeni sohbet robotu tanıttı.,Sakarya'a mevsimin ilk karı düştü.,0.100774,unrelated,teknoloji|hava
Yunanistan iklim zirvesine ev sahipliği yapıyor.,İtalya'de meydana gelen depremde maddi hasar oluştu.,0.127189,related,dunya
Popüler sunucu eşiyle İstanbul'da tatil yaparken görüntülendi.,Popüler sunucu ve eşinin İstanbul tatilinden kareler paylaşıldı.,0.963113,paraphrase,magazin
Migren vakalarında son haftalarda belirgin artış görüldü.,Sağlık yetkilileri migren vakalarının yükseldiğini bildirdi.,0.756013,paraphrase,saglik
Meteoroloji Aydın için kuvvetli yağış uyarısı yaptı.,Adana'da sıcaklık 35 dereceye ulaştı.,0.418296,related,hava
Borsa İstanbul günü yüzde 8 değişimle kapattı.,Meteoroloji Kayseri için kuvvetli yağış uyarısı yaptı.,0.14438,unrelated,ekonomi|hava
Dolar kuru güne yüzde 27 yükselişle başladı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.151717,unrelated,ekonomi|teknoloji
Adana'da çıkan yangın itfaiye ekiplerince söndürüldü.,Trabzon'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.208808,related,asayis
Yıllık enflasyon yüzde 22 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 22 olarak duyurdu.,0.949323,paraphrase,ekonomi
Bolu'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Bolu beklenenden daha sıcak bir güne uyandı.,0.564249,paraphrase,hava
Sevilen sanatçı eşiyle Mersin'da tatil yaparken görüntülendi.,Sevilen sanatçı ve eşinin Mersin tatilinden kareler paylaşıldı.,0.961852,paraphrase,magazin
Kasımpaşa'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Antalya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.084828,unrelated,spor|asayis
İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Yunanistan'de meydana gelen depremde maddi hasar oluştu.,0.118876,unrelated,siyaset|dunya
Fenerbahçe teknik direktörüyle yollarını ayırdı.,Teknoloji şirketi yeni giyilebilir cihaz tanıttı.,0.100604,unrelated,spor|teknoloji
Ankara'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Ankara beklenenden daha sıcak bir güne uyandı.,0.703213,paraphrase,hava
Kayseri'da meydana gelen trafik kazasında 2 kişi yaralandı.,"Alanyaspor, sahasında Gaziantep FK'yi 2-0 mağlup etti.",0.314392,unrelated,asayis|spor
Uzmanlar alerji vakalarındaki artışa dikkat çekti.,Muğla'da meydana gelen trafik kazasında 5 kişi yaralandı.,0.165788,unrelated,saglik|asayis
Tarım ve Orman Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Borsa İstanbul günü yüzde 9 değişimle kapattı.,0.131697,unrelated,siyaset|ekonomi
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,koalisyon ortağı yeni yasa teklifini meclise sundu.,0.141917,unrelated,teknoloji|siyaset
sevilen komedyen eşinden boşandığını duyurdu.,genç oyuncu sürpriz bir törenle dünyaevine girdi.,0.312029,related,magazin
İzmir'da iki aracın çarpışması sonucu 2 kişi yaralandı.,İzmir'daki trafik kazasında 2 kişi yaralı kurtuldu.,0.892131,paraphrase,asayis
Peynir fiyatları son bir ayda yüzde 29 arttı.,Teknoloji şirketi yeni elektrikli otomobil tanıttı.,0.100009,unrelated,ekonomi|teknoloji
"Gaziantep FK, yıldız futbolcuyla sözleşme yeniledi.",ünlü model yeni projesiyle ekranlara dönüyor.,0.272861,unrelated,spor|magazin
"Bodrum FK, tecrübeli oyuncuyla anlaşmaya vardı.",Bodrum FK deneyimli futbolcuyu kadrosuna kattı.,0.833549,paraphrase,spor
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,popüler sunucu eşinden boşandığını duyurdu.,0.195986,unrelated,saglik|magazin
Popüler uygulama oyun konsolu için yeni güncelleme yayınladı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.169423,unrelated,teknoloji|saglik
Yıllık enflasyon yüzde 31 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 31 olarak duyurdu.,0.958414,paraphrase,ekonomi
Fenerbahçe teknik direktörüyle yollarını ayırdı.,Meteoroloji Konya için kuvvetli yağış uyarısı yaptı.,0.061193,unrelated,spor|hava
Denizli'da iki aracın çarpışması sonucu 2 kişi yaralandı.,Denizli'daki trafik kazasında 2 kişi yaralı kurtuldu.,0.890948,paraphrase,asayis
Yıllık enflasyon yüzde 21 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 21 olarak duyurdu.,0.960854,paraphrase,ekonomi
Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,pop yıldızı eşinden boşandığını duyurdu.,0.192773,unrelated,teknoloji|magazin
Aydın'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,"fenomen isim, Sakarya'da tatilde görüntülendi.",0.181432,unrelated,asayis|magazin
Mersin'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Mersin beklenenden daha sıcak bir güne uyandı.,0.618261,paraphrase,hava
Fenomen isim eşiyle Muğla'da tatil yaparken görüntülendi.,Fenomen isim ve eşinin Muğla tatilinden kareler paylaşıldı.,0.93176,paraphrase,magazin
"ünlü sunucu, Konya'da tatilde görüntülendi.",Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,0.122569,unrelated,magazin|teknoloji
Kayseri'da çıkan yangın itfaiye ekiplerince söndürüldü.,Popüler uygulama akıllı telefon için yeni güncelleme yayınladı.,0.169799,unrelated,asayis|teknoloji
Diyarbakır'da iki aracın çarpışması sonucu 3 kişi yaralandı.,Diyarbakır'daki trafik kazasında 3 kişi yaralı kurtuldu.,0.90565,paraphrase,asayis
"Göztepe, Eyüpspor karşısında sahadan 4-2 galip ayrıldı.",Göztepe evinde Eyüpspor'yi 4-2'lik skorla yendi.,0.888629,paraphrase,spor
Meteoroloji Konya için kuvvetli yağış uyarısı yaptı.,Cumhurbaşkanı Almanya'e resmi ziyarette bulundu.,0.098452,unrelated,hava|siyaset
"Hatayspor, yıldız futbolcuyla sözleşme yeniledi.",Trabzonspor teknik direktörüyle yollarını ayırdı.,0.355445,related,spor
Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,0.852755,related,teknoloji
Genç oyuncu yeni bir aşka yelken açtı.,Genç oyuncu yeni sevgilisiyle ilk kez birlikte görüntülendi.,0.841993,paraphrase,magazin
Ünlü model eşiyle Gaziantep'da tatil yaparken görüntülendi.,Ünlü model ve eşinin Gaziantep tatilinden kareler paylaşıldı.,0.957935,paraphrase,magazin
Yıllık enflasyon yüzde 2 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 2 olarak duyurdu.,0.950597,paraphrase,ekonomi
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Bolu'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.109241,unrelated,teknoloji|asayis
Yunanistan'de yapılan seçimleri muhalefet kazandı.,Almanya'de meydana gelen depremde maddi hasar oluştu.,0.163698,related,dunya
"Samsunspor, Kasımpaşa karşısında sahadan 2-2 galip ayrıldı.",Samsunspor evinde Kasımpaşa'yi 2-2'lik skorla yendi.,0.880531,paraphrase,spor
Antalyaspor teknik direktörüyle yollarını ayırdı.,Konya'da meydana gelen trafik kazasında 5 kişi yaralandı.,0.106618,unrelated,spor|asayis
Diyarbakır'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Rusya'de meydana gelen depremde maddi hasar oluştu.,0.183904,unrelated,asayis|dunya
ünlü model eşinden boşandığını duyurdu.,"sevilen sanatçı, Konya'da tatilde görüntülendi.",0.232447,related,magazin
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Konya'da sıcaklık 36 dereceye ulaştı.,0.117928,unrelated,saglik|hava
Yıllık enflasyon yüzde 9 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 9 olarak duyurdu.,0.95977,paraphrase,ekonomi
Diyarbakır'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Diyarbakır beklenenden daha sıcak bir güne uyandı.,0.733581,paraphrase,hava
pop yıldızı sürpriz bir törenle dünyaevine girdi.,"Kayserispor, yıldız futbolcuyla sözleşme yeniledi.",0.322264,unrelated,magazin|spor
Yıllık enflasyon yüzde 18 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 18 olarak duyurdu.,0.963846,paraphrase,ekonomi
Popüler uygulama akıllı telefon için yeni güncelleme yayınladı.,Teknoloji şirketi yeni elektrikli otomobil tanıttı.,0.39338,related,teknoloji
Uzmanlar yüksek tansiyon vakalarındaki artışa dikkat çekti.,Teknoloji şirketi yeni sohbet robotu tanıttı.,0.169966,unrelated,saglik|teknoloji
ünlü oyuncu yeni projesiyle ekranlara dönüyor.,sevilen sanatçı eşinden boşandığını duyurdu.,0.222098,related,magazin
Ödüllü yönetmen eşiyle İzmir'da tatil yaparken görüntülendi.,Ödüllü yönetmen ve eşinin İzmir tatilinden kareler paylaşıldı.,0.959995,paraphrase,magazin
ödüllü yönetmen sürpriz bir törenle dünyaevine girdi.,Fransa'de meydana gelen depremde maddi hasar oluştu.,0.106414,unrelated,magazin|dunya
İstanbul'da sıcaklık 44 dereceye ulaştı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.061501,unrelated,hava|teknoloji
Sakarya'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Sakarya beklenenden daha sıcak bir güne uyandı.,0.703658,paraphrase,hava
"Antalyaspor, tecrübeli oyuncuyla anlaşmaya vardı.",Antalyaspor deneyimli futbolcuyu kadrosuna kattı.,0.80303,paraphrase,spor
fenomen isim sürpriz bir törenle dünyaevine girdi.,Beşiktaş teknik direktörüyle yollarını ayırdı.,0.054348,unrelated,magazin|spor
Ünlü model eşiyle Bursa'da tatil yaparken görüntülendi.,Ünlü model ve eşinin Bursa tatilinden kareler paylaşıldı.,0.958756,paraphrase,magazin
Fransa'de meydana gelen depremde maddi hasar oluştu.,Hollanda'de meydana gelen depremde maddi hasar oluştu.,0.759953,related,dunya
Cumhurbaşkanı İtalya'e resmi ziyarette bulundu.,ödüllü yönetmen eşinden boşandığını duyurdu.,0.162859,unrelated,siyaset|magazin
Adana'da çıkan yangın itfaiye ekiplerince söndürüldü.,iktidar partisi yeni yasa teklifini meclise sundu.,0.102395,unrelated,asayis|siyaset
Teknoloji şirketi yeni dizüstü bilgisayar tanıttı.,Teknoloji şirketi yeni akıllı telefon tanıttı.,0.831288,related,teknoloji
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Uzmanlar grip vakalarındaki artışa dikkat çekti.,0.54083,related,saglik
Hollanda'de meydana gelen depremde maddi hasar oluştu.,Fransa iklim zirvesine ev sahipliği yapıyor.,0.14063,related,dunya
ünlü oyuncu eşinden boşandığını duyurdu.,pop yıldızı eşinden boşandığını duyurdu.,0.862758,related,magazin
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Dolar kuru güne yüzde 17 yükselişle başladı.,0.217246,unrelated,saglik|ekonomi
ABD iklim zirvesine ev sahipliği yapıyor.,Bursa'a mevsimin ilk karı düştü.,0.122349,unrelated,dunya|hava
Ankara'da çıkan yangın itfaiye ekiplerince söndürüldü.,ünlü şarkıcı yeni projesiyle ekranlara dönüyor.,0.069332,unrelated,asayis|magazin
Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.450226,related,saglik
Kayseri'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Kayseri beklenenden daha sıcak bir güne uyandı.,0.677538,paraphrase,hava
Meteoroloji Aydın için kuvvetli yağış uyarısı yaptı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.186009,unrelated,hava|saglik
Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,Borsa İstanbul günü yüzde 9 değişimle kapattı.,0.19258,unrelated,teknoloji|ekonomi
Uzmanlar şeker hastalığı vakalarındaki artışa dikkat çekti.,İstanbul'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.221311,unrelated,saglik|asayis
koalisyon ortağı yeni yasa teklifini meclise sundu.,Eyüpspor teknik direktörüyle yollarını ayırdı.,-0.013322,unrelated,siyaset|spor
Antalya'da meydana gelen trafik kazasında 1 kişi yaralandı.,Meteoroloji Kayseri için kuvvetli yağış uyarısı yaptı.,0.19724,unrelated,asayis|hava
İspanya iklim zirvesine ev sahipliği yapıyor.,Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,0.133632,unrelated,dunya|saglik
Galatasaray teknik direktörüyle yollarını ayırdı.,Meteoroloji Sakarya için kuvvetli yağış uyarısı yaptı.,0.127979,unrelated,spor|hava
Bolu'da çıkan yangın itfaiye ekiplerince söndürüldü.,Hollanda'de yapılan seçimleri muhalefet kazandı.,0.160122,unrelated,asayis|dunya
Teknoloji devi yeni dizüstü bilgisayar modelini duyurdu.,Şirket güncellenmiş dizüstü bilgisayar sürümünü kullanıma sundu.,0.785617,paraphrase,teknoloji
Çin iklim zirvesine ev sahipliği yapıyor.,Enerji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.124593,unrelated,dunya|siyaset
Liderler ABD'de düzenlenen zirvede bir araya geldi.,ABD'deki zirvede liderler önemli konuları görüştü.,0.767,paraphrase,siyaset
Rusya'de meydana gelen depremde maddi hasar oluştu.,İspanya iklim zirvesine ev sahipliği yapıyor.,0.091772,related,dunya
Adana'da iki aracın çarpışması sonucu 6 kişi yaralandı.,Adana'daki trafik kazasında 6 kişi yaralı kurtuldu.,0.900447,paraphrase,asayis
Sivasspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,0.063646,unrelated,spor|teknoloji
genç oyuncu eşinden boşandığını duyurdu.,"Eyüpspor, yıldız futbolcuyla sözleşme yeniledi.",0.207981,unrelated,magazin|spor
ünlü sunucu eşinden boşandığını duyurdu.,Ulaştırma Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.14709,unrelated,magazin|siyaset
Zatürre vakalarında son haftalarda belirgin artış görüldü.,Sağlık yetkilileri zatürre vakalarının yükseldiğini bildirdi.,0.514358,paraphrase,saglik
